county_fips,year,bea_total_income,population,bls_labor_force,bls_employed
6101,2021,5289376000,99038,45275,41225
6101,2022,5122683000,98503,45931,42859
6103,2020,2947996000,65682,25674,23343
6103,2021,3121904000,65380,25560,23720
6103,2022,3087088000,65245,25538,24277
6105,2020,538535000,16089,4541,4168
6105,2021,565409000,16061,4546,4257
6105,2022,573075000,15781,4515,4303
6107,2020,21572811000,473891,202466,175249
6107,2021,23191982000,476946,200785,179494
6107,2022,22585661000,477544,206681,189562
6109,2020,2749488000,55374,20184,18045
6109,2021,2930342000,55065,20058,18601
6109,2022,2879540000,54531,19725,18829
6111,2020,57575258000,843310,410076,374275
6111,2021,62554527000,839358,406566,381392
6111,2022,63589878000,832605,411125,395761
6113,2020,13043398000,216291,104826,96690
6113,2021,14126183000,213039,106426,100109
6113,2022,14277264000,222115,107815,103368
6115,2020,3745504000,81994,30713,27444
6115,2021,4078703000,83216,30911,28306
6115,2022,4064114000,84310,31276,29515
8001,2020,25292075000,520479,269887,249638
8001,2021,27847450000,523592,277847,260499
8001,2022,28848586000,527575,281314,271745
8003,2020,665499000,16377,8297,7806
8003,2021,728631000,16563,8075,7593
8003,2022,714630000,16592,8101,7801
8005,2020,45295999000,655207,359400,333007
8005,2021,47612390000,656557,369326,347843
8005,2022,50041017000,655808,374389,362728
8007,2020,680737000,13425,7028,6534
8007,2021,746141000,13798,6919,6554
8007,2022,771848000,14003,6880,6659
8009,2020,156544000,3482,2081,2035
8009,2021,174455000,3487,2033,1986
8009,2022,156700000,3432,2047,2011
8011,2020,166536000,5478,1786,1715
8011,2021,187311000,5337,1768,1651
8011,2022,178050000,5399,1755,1692
8013,2020,27027395000,330922,190477,179548
8013,2021,30572385000,327075,197273,188538
8013,2022,32273001000,327468,200348,195221
8014,2020,5477555000,74484,40347,37893
8014,2021,6118620000,75375,41430,39535
8014,2022,6617214000,76121,42376,41261
8015,2020,1094482000,19477,9627,9058
8015,2021,1235869000,19711,9644,9218
8015,2022,1305609000,20223,9725,9457
8017,2020,78993000,1744,1082,1058
8017,2021,117909000,1716,1059,1033
8017,2022,91153000,1732,1043,1023
8019,2020,645814000,9393,5954,5473
8019,2021,690334000,9445,6058,5720
8019,2022,724589000,9355,6143,5961
8021,2020,307011000,7458,3997,3788
8021,2021,345123000,7578,3903,3702
8021,2022,328167000,7579,3931,3802
8023,2020,138338000,3501,1809,1687
8023,2021,147919000,3595,1793,1678
8023,2022,142574000,3603,1768,1694
8025,2020,128764000,5694,1438,1364
8025,2021,143559000,5731,1384,1306
8025,2022,124853000,5614,1356,1304
8027,2020,225385000,4719,2082,1985
8027,2021,258290000,5064,2226,2130
8027,2022,270913000,5335,2280,2211
8029,2020,1328211000,31051,14132,13267
8029,2021,1450878000,31383,13634,12854
8029,2022,1504032000,31602,13311,12828
8031,2020,62300101000,717556,419155,387125
8031,2021,73394068000,711323,429780,404326
8031,2022,80091302000,713252,435257,421655
8033,2020,91513000,2332,1133,1061
8033,2021,96582000,2370,1118,1062
8033,2022,95651000,2455,1136,1102
8035,2020,30173610000,360303,195819,185433
8035,2021,33449724000,369825,202037,193618
8035,2022,37286156000,375988,207198,201951
8037,2020,4902584000,55665,35321,32191
8037,2021,5769133000,55773,34515,32848
8037,2022,6282742000,55285,34657,33739
8039,2020,1724302000,26207,14979,14334
8039,2021,1948630000,27133,15566,14960
8039,2022,2120057000,27799,15958,15567
8041,2020,39915623000,732342,341374,318334
8041,2021,44024239000,737228,353414,333220
8041,2022,45230988000,740567,357312,345539
8043,2020,1874391000,48878,15192,14099
8043,2021,2062979000,49234,14878,13763
8043,2022,2108860000,49621,14292,13609
8045,2020,3566217000,61792,31348,29365
8045,2021,3818447000,62195,30378,28830
8045,2022,4088503000,62271,30770,29835
8047,2020,322917000,5824,3923,3500
8047,2021,368774000,5899,3899,3661
8047,2022,390485000,5891,3922,3813
8049,2020,881856000,15748,9228,8502
8049,2021,1015699000,15870,9134,8716
8049,2022,1073329000,15769,9242,8991
8051,2020,951157000,16945,11277,10582
8051,2021,1082691000,17309,11177,10728
8051,2022,1136116000,17267,11316,11031
8053,2020,42703000,788,422,406
8053,2021,43544000,773,422,406
8053,2022,47340000,775,424,413
8055,2020,303737000,6827,2591,2362
8055,2021,343658000,6922,2543,2324
8055,2022,349901000,7082,2445,2294
8057,2020,78529000,1378,933,897
8057,2021,82116000,1357,949,915
8057,2022,82583000,1302,956,935
8059,2020,40220750000,583050,327035,305322
8059,2021,44091942000,580926,336123,319017
8059,2022,45948024000,576143,342198,332572
8061,2020,76132000,1452,952,931
8061,2021,98697000,1446,923,891
8061,2022,73733000,1424,885,868
8063,2020,292303000,7066,4206,4096
8063,2021,364873000,6936,4062,3932
8063,2022,304939000,6961,4087,4006
8065,2020,325508000,7404,4795,4432
8065,2021,359097000,7397,4655,4432
8065,2022,380731000,7327,4772,4646
8067,2020,3397149000,55675,30869,28885
8067,2021,3714788000,56187,30300,28617
8067,2022,3894248000,56607,30534,29602
8069,2020,21508425000,359899,200965,189141
8069,2021,23757935000,362713,207134,197282
8069,2022,24885632000,366778,210007,204240
8071,2020,608739000,14482,6386,5945
8071,2021,638366000,14318,6179,5745
8071,2022,637524000,14327,6072,5787
8073,2020,186938000,5665,2337,2240
8073,2021,207582000,5477,2236,2134
8073,2022,191078000,5510,2197,2134
8075,2020,924324000,21204,10853,10381
8075,2021,1047129000,21122,10343,9851
8075,2022,1035652000,20823,10105,9821
8077,2020,7573662000,156005,74581,69397
8077,2021,8374551000,157434,76799,72302
8077,2022,8670085000,158636,76276,73644
8079,2020,56440000,871,463,438
8079,2021,58839000,929,442,418
8079,2022,63205000,931,454,441
8081,2020,571405000,13264,7147,6746
8081,2021,609149000,13155,6876,6520
8081,2022,626210000,13177,6802,6584
8083,2020,1216110000,25883,12596,11755
8083,2021,1353859000,26216,12445,11696
8083,2022,1336853000,26468,12213,11746
8085,2020,1963643000,42817,21446,20125
8085,2021,2186806000,43230,21128,19976
8085,2022,2227688000,43811,21117,20399
8087,2020,1368442000,29072,15878,15083
8087,2021,1509677000,28995,15400,14586
8087,2022,1480655000,29239,15366,14864
8089,2020,737015000,18667,8165,7698
8089,2021,781868000,18536,7959,7435
8089,2022,760183000,18303,7766,7437
8091,2020,366759000,4881,2475,2289
8091,2021,421317000,5059,2556,2430
8091,2022,449771000,5100,2476,2398
8093,2020,941577000,17419,10954,10366
8093,2021,1030432000,17758,11344,10867
8093,2022,1098411000,17939,11595,11293
8095,2020,198022000,4531,2457,2395
8095,2021,231109000,4508,2398,2324
8095,2022,213977000,4449,2417,2366
8097,2020,2986019000,17354,11101,10013
8097,2021,3388439000,17350,10498,9871
8097,2022,3670234000,16876,10553,10200
8099,2020,493304000,12010,6107,5854
8099,2021,546513000,11994,5981,5689
8099,2022,536071000,11854,6068,5893
8101,2020,7281133000,168325,76006,70203
8101,2021,7938790000,169332,77154,70974
8101,2022,8003899000,169544,75978,72567
8103,2020,323911000,6524,2900,2753
8103,2021,360001000,6453,2794,2627
8103,2022,371692000,6569,2791,2684
8105,2020,589391000,11538,5348,4991
8105,2021,634260000,11388,5289,4922
8105,2022,617364000,11325,5251,5025
8107,2020,2281291000,24829,15896,14723
8107,2021,2731620000,25056,15192,14494
8107,2022,2982787000,25007,15543,15144
8109,2020,255719000,6393,3399,3175
8109,2021,280723000,6505,3343,3134
8109,2022,246690000,6623,3333,3217
8111,2020,38435000,710,518,486
8111,2021,42114000,740,565,543
8111,2022,42697000,803,555,540
8113,2020,811449000,8054,5414,4863
8113,2021,1013665000,8074,5396,5097
8113,2022,1109497000,8003,5531,5355
8115,2020,97909000,2390,1153,1115
8115,2021,120309000,2331,1133,1088
8115,2022,101101000,2295,1063,1034
8117,2020,2412349000,30994,21925,19904
8117,2021,2672458000,30971,21211,20288
8117,2022,2886032000,30565,21528,21042
8119,2020,1405985000,24747,12812,11919
8119,2021,1566698000,24939,13176,12515
8119,2022,1625621000,24857,13358,12954
8121,2020,194514000,4808,2841,2758
8121,2021,230363000,4850,2714,2620
8121,2022,207396000,4812,2728,2663
8123,2020,17207773000,331427,164591,153885
8123,2021,19230730000,339811,166304,156666
8123,2022,20611438000,350176,168186,162674
8125,2020,406736000,9979,5547,5402
8125,2021,495408000,9943,5440,5279
8125,2022,444942000,9899,5484,5371
9001,2020,110675438000,955261,467274,429824
9001,2021,115548981000,963050,462307,433514
9001,2022,120546115000,962946,482886,463244
9003,2020,59570992000,896666,476699,437651
9003,2021,62417323000,898265,465207,434149
9003,2022,63219541000,898783,478497,458424
9005,2020,13112258000,184818,102177,95106
9005,2021,14144655000,185799,100853,95177
9005,2022,14879454000,186116,104825,100839
9007,2020,11602416000,163970,92019,85953
9007,2021,12135126000,166051,90374,85564
9007,2022,12422202000,166537,93975,90628
9009,2020,52231213000,863234,456690,419869
9009,2021,55275981000,869138,450375,420297
9009,2022,56370422000,869527,468085,448259
9011,2020,16360343000,267680,132133,119335
9011,2021,17220107000,268300,128510,119592
9011,2022,17423249000,268681,133574,128015
9013,2020,8956330000,149443,84821,79530
9013,2021,9405669000,155971,83229,78861
9013,2022,9618519000,156405,86461,83265
9015,2020,5864614000,116290,62440,57547
9015,2021,6223096000,116781,61314,57388
9015,2022,6271246000,117210,63708,60996
10001,2020,8398176000,182362,79832,73234
10001,2021,9092417000,184371,80995,75841
10001,2022,9569448000,186946,80608,76631
10003,2020,33466625000,570873,299663,277563
10003,2021,34767059000,572714,301478,285111
10003,2022,38211010000,575494,304425,291869
10005,2020,13473606000,238879,107207,99528
10005,2021,15312853000,247722,111155,105672
10005,2022,16626139000,255956,112168,107494
11001,2020,60178636000,670868,386235,355694
11001,2021,65205559000,668791,377737,352029
11001,2022,64472803000,671803,388387,369952
12001,2020,13331166000,279742,134241,126615
12001,2021,14665785000,281817,137830,132540
12001,2022,14938197000,284030,140531,136444
12003,2020,1098394000,28115,11634,11017
12003,2021,1206199000,28673,12100,11637
12003,2022,1244548000,27803,12545,12186
12005,2020,8737281000,174506,82521,77333
12005,2021,9807417000,179498,85542,82138
12005,2022,10046785000,185134,86867,84437
12007,2020,1057441000,28224,10692,10016
12007,2021,1126010000,28050,10762,10301
12007,2022,1134893000,27313,10954,10597
12009,2020,31173262000,608713,280910,261234
12009,2021,34552679000,617742,289016,277025
12009,2022,35833890000,630693,296446,287747
12011,2020,108977966000,1943266,1018269,922908
12011,2021,123536513000,1935729,1029880,978952
12011,2022,128520356000,1947026,1059496,1028099
12013,2020,453500000,13703,4735,4478
12013,2021,491498000,13514,4823,4598
12013,2022,488616000,13464,4803,4640
12015,2020,9103928000,188013,71222,65747
12015,2021,10288088000,194934,73271,69982
12015,2022,10786996000,202661,76142,73427
12017,2020,6430151000,154565,46463,42339
12017,2021,7179333000,158113,47534,44780
12017,2022,7367510000,162529,49070,46969
12019,2020,10468337000,218933,104392,98484
12019,2021,11754540000,222533,108108,104188
12019,2022,12166702000,226589,112112,109041
12021,2020,41877033000,377293,175944,163099
12021,2021,48804286000,387241,180781,173957
12021,2022,52200912000,397994,186959,181535
12023,2020,2786225000,69737,29375,27530
12023,2021,3075087000,69902,29290,27932
12023,2022,3105848000,71908,29366,28388
12027,2020,1042810000,34087,14323,13545
12027,2021,1141445000,34340,13592,13013
12027,2022,1161519000,35312,13075,12608
12029,2020,551081000,16690,5834,5494
12029,2021,600796000,16905,5825,5561
12029,2022,601705000,17124,5833,5636
12031,2020,49788119000,997604,479337,444744
12031,2021,55468854000,1002252,492434,470041
12031,2022,57096971000,1016536,508205,492202
12033,2020,15315679000,322551,143319,133076
12033,2021,16819313000,323480,145321,138590
12033,2022,16977017000,324878,149271,144613
12035,2020,6371859000,116030,46980,43252
12035,2021,7081613000,120904,48392,46092
12035,2022,7639215000,126705,49941,48188
12037,2020,483956000,12463,4643,4379
12037,2021,545014000,12175,4701,4517
12037,2022,569671000,12498,4720,4583
12039,2020,1771996000,43402,18167,16836
12039,2021,1939818000,43554,18592,17540
12039,2022,1918876000,43403,18541,17789
12041,2020,711358000,17883,7023,6660
12041,2021,773159000,18306,7256,6976
12041,2022,801000000,18992,7309,7078
12043,2020,371673000,12068,5061,4754
12043,2021,394663000,12268,4953,4736
12043,2022,391184000,12454,5202,5031
12045,2020,651140000,14264,5064,4753
12045,2021,725870000,14452,5258,5062
12045,2022,743555000,15314,5351,5200
12047,2020,433342000,13733,4199,3855
12047,2021,453306000,13082,4192,3937
12047,2022,450144000,13217,4108,3934
12049,2020,817961000,25331,8407,7829
12049,2021,897656000,25307,8834,8395
12049,2022,896743000,25645,8672,8321
12051,2020,1488421000,39725,15244,13903
12051,2021,1625765000,40212,15307,14325
12051,2022,1622515000,41339,15489,14732
12053,2020,8353344000,195627,71770,65713
12053,2021,9257931000,200649,73653,69825
12053,2022,9639456000,206896,76437,73603
12055,2020,3923391000,101345,34535,31715
12055,2021,4306675000,103295,35146,33044
12055,2022,4419585000,105618,36311,34756
12057,2020,77916960000,1466160,752317,695452
12057,2021,85956960000,1484455,770606,737239
12057,2022,90064452000,1513301,800950,777996
12059,2020,684460000,19569,6801,6405
12059,2021,742874000,19295,6907,6615
12059,2022,758929000,19651,6958,6736
12061,2020,13975880000,160439,64001,59012
12061,2021,16301881000,163814,65481,62328
12061,2022,17613769000,167352,68086,65703
12063,2020,1778782000,47079,17090,16102
12063,2021,1914602000,47154,17084,16280
12063,2022,1912479000,48211,16850,16296
12065,2020,670334000,14390,5402,5083
12065,2021,721171000,14476,5544,5302
12065,2022,741794000,15042,5642,5453
12067,2020,239459000,8214,2765,2639
12067,2021,256042000,7958,2803,2689
12067,2022,263970000,7786,2823,2734
12069,2020,17648620000,386194,156379,141967
12069,2021,20235358000,396242,159486,151886
12069,2022,21446695000,410139,171178,165847
12071,2020,44505846000,765504,344331,317679
12071,2021,49641402000,790676,358017,342740
12071,2022,52281287000,822453,369688,357585
12073,2020,14448894000,293948,150391,141101
12073,2021,15942096000,296081,154908,148276
12073,2022,16130473000,297369,157537,152653
12075,2020,1766821000,43059,16445,15394
12075,2021,1949851000,44158,16815,16040
12075,2022,1985692000,45260,17095,16483
12077,2020,244538000,7805,2587,2456
12077,2021,255173000,7308,2597,2484
12077,2022,247264000,7603,2574,2488
12079,2020,677061000,17866,7529,7040
12079,2021,722340000,18069,7665,7277
12079,2022,741163000,18198,7965,7700
12081,2020,21622623000,401593,175309,162762
12081,2021,24337490000,413474,180190,172818
12081,2022,25614913000,429125,185845,180356
12083,2020,15436434000,377459,138630,128309
12083,2021,17332265000,385084,142765,135609
12083,2022,17648907000,396415,147268,142006
12085,2020,15495382000,158658,71216,66660
12085,2021,16605201000,160249,73467,70770
12085,2022,17875112000,162006,75433,73320
12086,2020,151581814000,2695501,1274721,1170373
12086,2021,176108492000,2670421,1315586,1242688
12086,2022,183105933000,2673837,1356496,1320709
12087,2020,7857445000,82852,44353,40716
12087,2021,9038740000,82265,45872,44480
12087,2022,9734563000,81708,48583,47641
12089,2020,6020074000,91027,41478,39025
12089,2021,6903654000,94393,42767,41260
12089,2022,7483635000,97899,44353,43179
12091,2020,11390057000,212071,95065,89575
12091,2021,12673881000,213647,99417,96009
12091,2022,12981628000,216482,101777,99183
12093,2020,1419846000,39642,17058,16085
12093,2021,1570481000,40044,17295,16551
12093,2022,1636787000,40412,17574,17017
12095,2020,69902737000,1431573,739656,656635
12095,2021,78145165000,1427928,742676,704238
12095,2022,80442532000,1452726,791669,768184
12097,2020,15360005000,391118,189497,162790
12097,2021,17782078000,404020,186100,174483
12097,2022,18737344000,422545,196911,190025
12099,2020,137765798000,1494173,713727,656392
12099,2021,155274911000,1503223,733220,700893
12099,2022,165598174000,1518477,757239,734400
12101,2020,26407283000,566126,240185,222125
12101,2021,30044982000,584927,246924,235791
12101,2022,32023475000,608794,257288,249181
12103,2020,58259307000,959465,475622,440021
12103,2021,63695153000,959046,487896,467997
12103,2022,66015819000,961739,508116,494211
12105,2020,29793992000,730111,318841,288372
12105,2021,33163312000,755179,327390,309533
12105,2022,34033970000,787404,336044,323912
12107,2020,2742226000,73376,26326,24104
12107,2021,2937775000,74059,27539,25862
12107,2022,2947402000,74731,27312,26165
12109,2020,21083655000,277085,137436,129978
12109,2021,24437614000,293175,142432,137978
12109,2022,27121048000,306841,148051,144464
12111,2020,15052018000,331428,146560,134632
12111,2021,17509015000,344283,150432,142911
12111,2022,18782752000,358704,154276,148810
12113,2020,9548060000,188989,82717,78203
12113,2021,10796688000,193783,84714,81680
12113,2022,11388515000,198268,87584,85165
12115,2020,32323965000,436207,183596,170379
12115,2021,36760681000,448550,189065,181481
12115,2022,38848199000,462286,194996,189193
12117,2020,24951749000,471428,237058,219044
12117,2021,27387727000,471009,245205,235031
12117,2022,28525642000,478772,263731,256483
12119,2020,7768479000,130298,32577,29868
12119,2021,9241610000,134867,34873,32977
12119,2022,10035455000,144970,37225,35663
12121,2020,1639387000,43517,17602,16545
12121,2021,1801950000,44092,17294,16495
12121,2022,1891585000,45411,17168,16583
12123,2020,741594000,21739,8134,7585
12123,2021,787022000,20786,8069,7650
12123,2022,788005000,21283,8021,7743
12125,2020,377281000,15417,4525,4298
12125,2021,413851000,15825,4483,4309
12125,2022,410241000,15460,4483,4347
12127,2020,26599303000,555764,248134,228207
12127,2021,29637611000,565988,255678,243617
12127,2022,31021130000,579192,263761,255130
12129,2020,1416481000,33895,14970,14268
12129,2021,1608870000,34274,15383,14879
12129,2022,1680776000,35178,15729,15315
12131,2020,5578170000,75937,32288,30313
12131,2021,6796994000,79988,33787,32560
